z_m,CO2,H2,CO,MeOH,H2O,N2,temperature_k,pressure_bar
0.011141174862260112,0.0045502232180891465,0.01502562148297625,0.00021168145690630535,8.699212068962536e-11,0.00021008801705897393,0.0,482.1502482250194,29.999848887191188
0.011869045668554712,0.0045453008402324465,0.01502064756943383,0.0002166038347112281,8.70432456688335e-11,0.0002148646523415354,0.0,482.0336679229835,29.999839066195626
0.01259691647484931,0.0045405755849148004,0.015015870794661193,0.00022132908998150858,8.709001898550454e-11,0.00021944095658162714,0.0,481.93140334386885,29.99982924758018
0.01332478728114391,0.004536026871566093,0.015011270577440238,0.00022587780328656853,8.71330945421053e-11,0.00022383764020415052,0.0,481.84192504128737,29.999819431072282
0.014052658087438509,0.004531637139987865,0.015006829356989417,0.00023026753482430107,8.717300151109947e-11,0.00022807238031177112,0.0,481.76391768594345,29.999809616427854
0.014780528893733108,0.004527391295200967,0.015002532037802234,0.000234513379573425,8.721017285070153e-11,0.00023216037765198144,0.0,481.69624195119934,29.99979980342741
0.01574609299157825,0.004521958820945629,0.014997031301199027,0.00023994585378226289,8.72558654211959e-11,0.00023737921406555377,0.0,481.62072468875823,29.999786788096674
0.01671165708942339,0.004516730882938959,0.01499173512446933,0.0002451737917459671,8.729803390897464e-11,0.00024238885829218825,0.0,481.55967001023765,29.99977377490132
0.01767722118726853,0.004511685821699047,0.014986621847236568,0.0002502188529459143,8.733720554500391e-11,0.00024721114952201006,0.0,481.51140082799196,29.99976076347964
0.01864278528511367,0.004506805219970426,0.01498167305144098,0.0002550994546371432,8.737380750266239e-11,0.0002518646666469507,0.0,481.4744792999758,29.999747753511226
0.01960834938295881,0.004502073301180001,0.014976872959782648,0.0002598313733923892,8.740818976393102e-11,0.000256365332382964,0.0,481.4476642124403,29.99973474471124
0.020886790351025284,0.0044960138565254635,0.014970723283341014,0.00026589081800327456,8.745078512251501e-11,0.0002621124013708581,0.0,481.4258881788711,29.99971752196876
0.022165231319091757,0.004490164746826216,0.0149647839764915,0.0002717399276617237,8.749052916934426e-11,0.0002676423362549125,0.0,481.417823679103,29.999700300315766
0.02344367228715823,0.004484503753766656,0.01495903281969235,0.0002774009206829109,8.75278477778346e-11,0.00027297760231902114,0.0,481.42168002661384,29.999683079305825
0.024722113255224703,0.004479012072842117,0.014953451007335314,0.00028289260157115636,8.756308673917518e-11,0.0002781372264912668,0.0,481.4359312811974,29.999665858550546
0.026000554223291176,0.004473673675250527,0.0149480225096193,0.0002882309991282487,8.759652990904997e-11,0.00028313743904658916,0.0,481.4592690533075,29.999648637711307
0.027543678650715636,0.004467414769822668,0.014941654890499504,0.0002944899045165241,8.763483657133822e-11,0.0002889802402886078,0.0,481.49794667672484,29.999627851006043
